"","site_location","site_name","svmp_region","contract_dnr_number","planting_date.x","planted_area_m2.x","number_shoots.x","monitoring_org","monitoring_date","veg_presence","planting_method.x","shoot_count","veg_area_m2","shoot_density_m2","days_since_planted","survival","notes.x","notes2","plantingID","planting_location_code","planting_date.y","planting_method.y","donor_site_code","subproj_code","activity_type","planting_geometry","parallel_length_m","perpendicular_length_m","plot_area_m2","planted_area_m2.y","effective_area_planted_m2","number_planting_units","number_shoots.y","plot_shoot_density_m2","planted_area_shoot_density_m2","notes.y","plt_date_match","plt_area_match","num_shoots_match","plt_method_match"
"313","Joemma Beach State Park","Joemma Beach State Park Mid - DNR - BESE - C - 4 - 2017","CPS","0",2017-05-25,"8.0000000000000002E-3",12,"DNR",2018-07-11,"present","staple",47,0.298928,157.228496494139,412,3.91666666666667,"DNR snorkel monitoring. Canopy height recorded. Status area calculated as area of ellipse based the X and Y of vegetated area measured. A = (pi)ab, where a= radius of one axis, b = radias of other axis. This plot had 46 terminal shoots and 1 reproductive shoots for a total of 47 shoots. Including reproductive shoots this time because sampling is 1 year after transplanting.",NA,"JSP_mid_C4__2017-05-25__staple__DPW","JSP_mid_C4",2017-05-25,"staple","DPW","bese__DNR__unspecified","test","point",1,1,1,0.008,0.015,3,12,12,1500,"Biodegradable ecosystem engineering elements (BESE) for Marjolijn Christianen, Wageningen University & Research, Netherlands. Overall area was 1 m2. Actual was 0.1 m2 (10 x 10 cm area in center of BESE. 3 planting units with 4 shoots each. DuPont Wharf shoots.","match","no_match","match","match"
"314","Joemma Beach State Park","Joemma Beach State Park Mid - DNR - BESE - C - 4 - 2017","CPS","0",2017-05-25,"8.0000000000000002E-3",12,"DNR",2018-08-08,"present","staple",97,0.1785875,543.151116399524,440,8.08333333333333,"DNR snorkel monitoring. Canopy height recorded. Status area calculated as area of ellipse based on the X and Y of vegetated area measured. A = (pi)ab, where a= radius of one axis, b = radias of other axis. This plot had 95 terminal shoots and 2 reproductive shoots for a total of 97 shoots. Including reproductive shoots this time because sampling is 1 year after transplanting.",NA,"JSP_mid_C4__2017-05-25__staple__DPW","JSP_mid_C4",2017-05-25,"staple","DPW","bese__DNR__unspecified","test","point",1,1,1,0.008,0.015,3,12,12,1500,"Biodegradable ecosystem engineering elements (BESE) for Marjolijn Christianen, Wageningen University & Research, Netherlands. Overall area was 1 m2. Actual was 0.1 m2 (10 x 10 cm area in center of BESE. 3 planting units with 4 shoots each. DuPont Wharf shoots.","match","no_match","match","match"
"315","Joemma Beach State Park","Joemma Beach State Park Mid - DNR - BESE - C - 4 - 2017","CPS","0",2017-05-25,"8.0000000000000002E-3",12,"DNR",2019-07-30,"present","staple",157,1.200265,130.80444735121,796,13.0833333333333,"DNR snorkel monitoring. Canopy height recorded. Status area calculated as area of ellipse based the X and Y of vegetated area measured. A = (pi)ab, where a= radius of one axis, b = radias of other axis. This plot had 155 terminal shoots and 2 reproductive shoots for a total of 157 shoots. Including reproductive shoots this time because sampling is 1 year after transplanting.",NA,"JSP_mid_C4__2017-05-25__staple__DPW","JSP_mid_C4",2017-05-25,"staple","DPW","bese__DNR__unspecified","test","point",1,1,1,0.008,0.015,3,12,12,1500,"Biodegradable ecosystem engineering elements (BESE) for Marjolijn Christianen, Wageningen University & Research, Netherlands. Overall area was 1 m2. Actual was 0.1 m2 (10 x 10 cm area in center of BESE. 3 planting units with 4 shoots each. DuPont Wharf shoots.","match","no_match","match","match"
"316","Joemma Beach State Park","Joemma Beach State Park Mid - DNR - BESE - C - 4 - 2017","CPS","0",2017-05-25,"8.0000000000000002E-3",12,"DNR",2020-07-21,"present","staple",NA,NA,NA,1153,NA,"DNR snorkel monitoring. Canopy height recorded. Status area calculated as area of ellipse based the X and Y of vegetated area measured. A = (pi)ab, where a= radius of one axis, b = radias of other axis. This plot had 155 terminal shoots and 2 reproductive shoots for a total of 157 shoots. Including reproductive shoots this time because sampling is 1 year after transplanting.",NA,"JSP_mid_C4__2017-05-25__staple__DPW","JSP_mid_C4",2017-05-25,"staple","DPW","bese__DNR__unspecified","test","point",1,1,1,0.008,0.015,3,12,12,1500,"Biodegradable ecosystem engineering elements (BESE) for Marjolijn Christianen, Wageningen University & Research, Netherlands. Overall area was 1 m2. Actual was 0.1 m2 (10 x 10 cm area in center of BESE. 3 planting units with 4 shoots each. DuPont Wharf shoots.","match","no_match","match","match"
"317","Joemma Beach State Park","Joemma Beach State Park Mid - NE - DNR - methods - 2017","CPS","0",2017-05-26,"1.25",90,"DNR",2017-07-22,"present","staple",164,1.25,131.2,57,1.82222222222222,"DNR snorkel monitoring.",NA,"JSP_mid_P1__2017-05-26__staple__DPW","JSP_mid_P1",2017-05-26,"staple","DPW","zos_rest_methods__DNR__unspecified","test","grid",10,4,40,1.25,0.045,9,90,2.25,72,"None.","match","match","match","match"
"318","Joemma Beach State Park","Joemma Beach State Park Mid - NE - DNR - methods - 2017","CPS","0",2017-05-26,"1.25",90,"DNR",2017-08-21,"present","staple",257,1.25,205.6,87,2.85555555555556,"DNR snorkel monitoring.",NA,"JSP_mid_P1__2017-05-26__staple__DPW","JSP_mid_P1",2017-05-26,"staple","DPW","zos_rest_methods__DNR__unspecified","test","grid",10,4,40,1.25,0.045,9,90,2.25,72,"None.","match","match","match","match"
"319","Joemma Beach State Park","Joemma Beach State Park Mid - NE - DNR - methods - 2017","CPS","0",2017-05-26,"1.25",90,"DNR",2018-05-18,"present","staple",640,1.25,512,357,7.11111111111111,"DNR snorkel monitoring.",NA,"JSP_mid_P1__2017-05-26__staple__DPW","JSP_mid_P1",2017-05-26,"staple","DPW","zos_rest_methods__DNR__unspecified","test","grid",10,4,40,1.25,0.045,9,90,2.25,72,"None.","match","match","match","match"
"320","Joemma Beach State Park","Joemma Beach State Park Mid - NE - DNR - methods - 2017","CPS","0",2017-05-26,"1.25",90,"DNR",2018-07-13,"present","staple",804,1.25,643.2,413,8.93333333333333,"DNR snorkel monitoring.",NA,"JSP_mid_P1__2017-05-26__staple__DPW","JSP_mid_P1",2017-05-26,"staple","DPW","zos_rest_methods__DNR__unspecified","test","grid",10,4,40,1.25,0.045,9,90,2.25,72,"None.","match","match","match","match"
"321","Joemma Beach State Park","Joemma Beach State Park Mid - NE - DNR - methods - 2017","CPS","0",2017-05-26,"1.25",90,"DNR",2018-08-09,"present","staple",1082,1.25,865.6,440,12.0222222222222,"DNR snorkel monitoring.",NA,"JSP_mid_P1__2017-05-26__staple__DPW","JSP_mid_P1",2017-05-26,"staple","DPW","zos_rest_methods__DNR__unspecified","test","grid",10,4,40,1.25,0.045,9,90,2.25,72,"None.","match","match","match","match"
"322","Joemma Beach State Park","Joemma Beach State Park Mid - NE - DNR - methods - 2017","CPS","0",2017-05-26,"1.25",90,"DNR",2019-08-01,"present","staple",1935,1.25,1548,797,21.5,"DNR snorkel monitoring.",NA,"JSP_mid_P1__2017-05-26__staple__DPW","JSP_mid_P1",2017-05-26,"staple","DPW","zos_rest_methods__DNR__unspecified","test","grid",10,4,40,1.25,0.045,9,90,2.25,72,"None.","match","match","match","match"
"323","Joemma Beach State Park","Joemma Beach State Park Mid - NE - DNR - methods - 2017","CPS","0",2017-05-26,"1.25",90,"DNR",2020-07-21,"present","staple",NA,NA,NA,1152,NA,"DNR snorkel monitoring. Did not sample specific to transplant method (e.g., staple, rebar, burlap, or washer). Just randomly sampled 30 quadrats in site to estimate average shoot density (± error). Site area estimated from drone imagery.",NA,"JSP_mid_P1__2017-05-26__staple__DPW","JSP_mid_P1",2017-05-26,"staple","DPW","zos_rest_methods__DNR__unspecified","test","grid",10,4,40,1.25,0.045,9,90,2.25,72,"None.","match","match","match","match"
"324","Joemma Beach State Park","Joemma Beach State Park Mid - NW - DNR - methods - 2017","CPS","0",2017-05-26,"1.25",90,"DNR",2017-07-22,"present","rebar",143,1.25,114.4,57,1.58888888888889,"DNR snorkel monitoring.",NA,"JSP_mid_P1__2017-05-26__rebar__DPW","JSP_mid_P1",2017-05-26,"rebar","DPW","zos_rest_methods__DNR__unspecified","test","grid",10,4,40,1.25,0.075,3,90,2.25,72,"None.","match","match","match","match"
"325","Joemma Beach State Park","Joemma Beach State Park Mid - NW - DNR - methods - 2017","CPS","0",2017-05-26,"1.25",90,"DNR",2017-08-21,"present","rebar",265,1.25,212,87,2.94444444444444,"DNR snorkel monitoring.",NA,"JSP_mid_P1__2017-05-26__rebar__DPW","JSP_mid_P1",2017-05-26,"rebar","DPW","zos_rest_methods__DNR__unspecified","test","grid",10,4,40,1.25,0.075,3,90,2.25,72,"None.","match","match","match","match"
"326","Joemma Beach State Park","Joemma Beach State Park Mid - NW - DNR - methods - 2017","CPS","0",2017-05-26,"1.25",90,"DNR",2018-05-18,"present","rebar",552,1.25,441.6,357,6.13333333333333,"DNR snorkel monitoring.",NA,"JSP_mid_P1__2017-05-26__rebar__DPW","JSP_mid_P1",2017-05-26,"rebar","DPW","zos_rest_methods__DNR__unspecified","test","grid",10,4,40,1.25,0.075,3,90,2.25,72,"None.","match","match","match","match"
"327","Joemma Beach State Park","Joemma Beach State Park Mid - NW - DNR - methods - 2017","CPS","0",2017-05-26,"1.25",90,"DNR",2018-07-13,"present","rebar",469,1.25,375.2,413,5.21111111111111,"DNR snorkel monitoring.",NA,"JSP_mid_P1__2017-05-26__rebar__DPW","JSP_mid_P1",2017-05-26,"rebar","DPW","zos_rest_methods__DNR__unspecified","test","grid",10,4,40,1.25,0.075,3,90,2.25,72,"None.","match","match","match","match"
"328","Joemma Beach State Park","Joemma Beach State Park Mid - NW - DNR - methods - 2017","CPS","0",2017-05-26,"1.25",90,"DNR",2018-08-09,"present","rebar",730,1.25,584,440,8.11111111111111,"DNR snorkel monitoring.",NA,"JSP_mid_P1__2017-05-26__rebar__DPW","JSP_mid_P1",2017-05-26,"rebar","DPW","zos_rest_methods__DNR__unspecified","test","grid",10,4,40,1.25,0.075,3,90,2.25,72,"None.","match","match","match","match"
"329","Joemma Beach State Park","Joemma Beach State Park Mid - NW - DNR - methods - 2017","CPS","0",2017-05-26,"1.25",90,"DNR",2019-08-01,"present","rebar",1763,1.25,1410.4,797,19.5888888888889,"DNR snorkel monitoring.",NA,"JSP_mid_P1__2017-05-26__rebar__DPW","JSP_mid_P1",2017-05-26,"rebar","DPW","zos_rest_methods__DNR__unspecified","test","grid",10,4,40,1.25,0.075,3,90,2.25,72,"None.","match","match","match","match"
"330","Joemma Beach State Park","Joemma Beach State Park Mid - NW - DNR - methods - 2017","CPS","0",2017-05-26,"1.25",90,"DNR",2020-07-21,"present","rebar",NA,NA,NA,1152,NA,"DNR snorkel monitoring.",NA,"JSP_mid_P1__2017-05-26__rebar__DPW","JSP_mid_P1",2017-05-26,"rebar","DPW","zos_rest_methods__DNR__unspecified","test","grid",10,4,40,1.25,0.075,3,90,2.25,72,"None.","match","match","match","match"
"331","Joemma Beach State Park","Joemma Beach State Park Mid - PNNL - deep - test - 2013","CPS","IAA 12-317",2013-06-05,"36",712,"PNNL",2013-12-05,"present","staple",NA,36,0,183,NA,"75% - 80% of original coverage and healthy plants, many small snails on blades, 0.75m x 8m long piece of aquaculture or construction fencing nearby",NA,"JSP_mid_deep__2013-06-05__staple__Mix","JSP_mid_deep",2013-06-05,"staple","Mix","twentypc__WDFW__PNNL","test","point",6,6,36,36,0.89,178,712,19.7777777777778,19.7777777777778,"Plants from two donor sites were tested at Joemma State Park","match","match","match","match"
"332","Joemma Beach State Park","Joemma Beach State Park Mid - PNNL - deep - test - 2013","CPS","IAA 12-317",2013-06-05,"36",712,"PNNL",2014-03-27,"present","staple",930,36,25.8333333333333,295,1.3061797752809,NA,NA,"JSP_mid_deep__2013-06-05__staple__Mix","JSP_mid_deep",2013-06-05,"staple","Mix","twentypc__WDFW__PNNL","test","point",6,6,36,36,0.89,178,712,19.7777777777778,19.7777777777778,"Plants from two donor sites were tested at Joemma State Park","match","match","match","match"
"333","Joemma Beach State Park","Joemma Beach State Park Mid - PNNL - shallow - test - 2013","CPS","IAA 12-317",2013-06-05,"36",712,"PNNL",2014-03-27,"present","staple",775,36,21.5277777777778,295,1.08848314606742,"anemic shoots",NA,"JSP_mid_shallow__2013-06-05__staple__Mix","JSP_mid_shallow",2013-06-05,"staple","Mix","twentypc__WDFW__PNNL","test","point",6,6,36,36,0.89,178,712,19.7777777777778,19.7777777777778,"Plants from two donor sites were tested at Joemma Beach State Park. Helical removed from test plot on 7 June 2016.","match","match","match","match"
"334","Joemma Beach State Park","Joemma Beach State Park Mid - PNNL - shallow - test - 2013","CPS","IAA 12-317",2013-06-05,"36",712,"PNNL",2017-07-22,"present","staple",11386,27,421.703703703704,1508,15.9915730337079,"Zm snorkel monitoring. Matt Curtis (WDFW) measured shoot density in 14, 0.25 m2, quadrats. Average shoot density = 422 +/- 50 (SE). Area was estimated from length of X and Y axes of patch, less bare area in middle.",NA,"JSP_mid_shallow__2013-06-05__staple__Mix","JSP_mid_shallow",2013-06-05,"staple","Mix","twentypc__WDFW__PNNL","test","point",6,6,36,36,0.89,178,712,19.7777777777778,19.7777777777778,"Plants from two donor sites were tested at Joemma Beach State Park. Helical removed from test plot on 7 June 2016.","match","match","match","match"
"335","Joemma Beach State Park","Joemma Beach State Park Mid - PNNL - shallow - test - 2013","CPS","IAA 12-317",2013-06-05,"36",712,"PNNL",2019-08-28,"present","staple",11911.1936856127,33.6,354.499812071806,2275,16.7292046146246,"Zm snorkel monitoring and drone aerial photography. Area estimated from digitizing drone imagery. Shoot count estimated from density measurements throughout transplants.",NA,"JSP_mid_shallow__2013-06-05__staple__Mix","JSP_mid_shallow",2013-06-05,"staple","Mix","twentypc__WDFW__PNNL","test","point",6,6,36,36,0.89,178,712,19.7777777777778,19.7777777777778,"Plants from two donor sites were tested at Joemma Beach State Park. Helical removed from test plot on 7 June 2016.","match","match","match","match"
"336","Joemma Beach State Park","Joemma Beach State Park Mid - PNNL - shallow - test - 2013","CPS","IAA 12-317",2013-06-05,"36",712,"PNNL",2020-07-19,"present","staple",NA,NA,NA,2601,NA,"Zm snorkel monitoring and drone aerial photography. Area estimated from digitizing drone imagery. Shoot count estimated from density measurements throughout transplants.",NA,"JSP_mid_shallow__2013-06-05__staple__Mix","JSP_mid_shallow",2013-06-05,"staple","Mix","twentypc__WDFW__PNNL","test","point",6,6,36,36,0.89,178,712,19.7777777777778,19.7777777777778,"Plants from two donor sites were tested at Joemma Beach State Park. Helical removed from test plot on 7 June 2016.","match","match","match","match"
"337","Joemma Beach State Park","Joemma Beach State Park Mid - SE - DNR - methods - 2017","CPS","0",2017-05-26,"1.25",90,"DNR",2017-07-22,"present","burlap",151,1.25,120.8,57,1.67777777777778,"DNR snorkel monitoring.",NA,"JSP_mid_P1__2017-05-26__burlap__DPW","JSP_mid_P1",2017-05-26,"burlap","DPW","zos_rest_methods__DNR__unspecified","test","grid",10,4,40,1.25,0.1875,3,90,2.25,72,"overall area was 10 m x 4 m (40 m2), Actual area was 5 m2 (20, 0.25 m2 plots)","match","match","match","match"
"338","Joemma Beach State Park","Joemma Beach State Park Mid - SE - DNR - methods - 2017","CPS","0",2017-05-26,"1.25",90,"DNR",2017-08-21,"present","burlap",249,1.25,199.2,87,2.76666666666667,"DNR snorkel monitoring.",NA,"JSP_mid_P1__2017-05-26__burlap__DPW","JSP_mid_P1",2017-05-26,"burlap","DPW","zos_rest_methods__DNR__unspecified","test","grid",10,4,40,1.25,0.1875,3,90,2.25,72,"overall area was 10 m x 4 m (40 m2), Actual area was 5 m2 (20, 0.25 m2 plots)","match","match","match","match"
"339","Joemma Beach State Park","Joemma Beach State Park Mid - SE - DNR - methods - 2017","CPS","0",2017-05-26,"1.25",90,"DNR",2018-05-18,"present","burlap",492,1.25,393.6,357,5.46666666666667,"DNR snorkel monitoring.",NA,"JSP_mid_P1__2017-05-26__burlap__DPW","JSP_mid_P1",2017-05-26,"burlap","DPW","zos_rest_methods__DNR__unspecified","test","grid",10,4,40,1.25,0.1875,3,90,2.25,72,"overall area was 10 m x 4 m (40 m2), Actual area was 5 m2 (20, 0.25 m2 plots)","match","match","match","match"
"340","Joemma Beach State Park","Joemma Beach State Park Mid - SE - DNR - methods - 2017","CPS","0",2017-05-26,"1.25",90,"DNR",2018-07-13,"present","burlap",465,1.25,372,413,5.16666666666667,"DNR snorkel monitoring.",NA,"JSP_mid_P1__2017-05-26__burlap__DPW","JSP_mid_P1",2017-05-26,"burlap","DPW","zos_rest_methods__DNR__unspecified","test","grid",10,4,40,1.25,0.1875,3,90,2.25,72,"overall area was 10 m x 4 m (40 m2), Actual area was 5 m2 (20, 0.25 m2 plots)","match","match","match","match"
"341","Joemma Beach State Park","Joemma Beach State Park Mid - SE - DNR - methods - 2017","CPS","0",2017-05-26,"1.25",90,"DNR",2018-08-09,"present","burlap",839,1.25,671.2,440,9.32222222222222,"DNR snorkel monitoring.",NA,"JSP_mid_P1__2017-05-26__burlap__DPW","JSP_mid_P1",2017-05-26,"burlap","DPW","zos_rest_methods__DNR__unspecified","test","grid",10,4,40,1.25,0.1875,3,90,2.25,72,"overall area was 10 m x 4 m (40 m2), Actual area was 5 m2 (20, 0.25 m2 plots)","match","match","match","match"
"342","Joemma Beach State Park","Joemma Beach State Park Mid - SE - DNR - methods - 2017","CPS","0",2017-05-26,"1.25",90,"DNR",2019-08-01,"present","burlap",2136,1.25,1708.8,797,23.7333333333333,"DNR snorkel monitoring.",NA,"JSP_mid_P1__2017-05-26__burlap__DPW","JSP_mid_P1",2017-05-26,"burlap","DPW","zos_rest_methods__DNR__unspecified","test","grid",10,4,40,1.25,0.1875,3,90,2.25,72,"overall area was 10 m x 4 m (40 m2), Actual area was 5 m2 (20, 0.25 m2 plots)","match","match","match","match"
"343","Joemma Beach State Park","Joemma Beach State Park Mid - SE - DNR - methods - 2017","CPS","0",2017-05-26,"1.25",90,"DNR",2020-07-21,"present","burlap",NA,NA,NA,1152,NA,"DNR snorkel monitoring.",NA,"JSP_mid_P1__2017-05-26__burlap__DPW","JSP_mid_P1",2017-05-26,"burlap","DPW","zos_rest_methods__DNR__unspecified","test","grid",10,4,40,1.25,0.1875,3,90,2.25,72,"overall area was 10 m x 4 m (40 m2), Actual area was 5 m2 (20, 0.25 m2 plots)","match","match","match","match"
"344","Joemma Beach State Park","Joemma Beach State Park Mid - SW - DNR - methods - 2017","CPS","0",2017-05-26,"1.25",90,"DNR",2017-07-22,"present","washer",134,1.25,107.2,57,1.48888888888889,"DNR snorkel monitoring.",NA,"JSP_mid_P1__2017-05-26__washer__DPW","JSP_mid_P1",2017-05-26,"washer","DPW","zos_rest_methods__DNR__unspecified","test","grid",10,4,40,1.25,0.0225,9,90,2.25,72,"None.","match","match","match","match"
